,Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,Country
1746,Ijaz Faqih ,1980-1988,27,19,3,197,42*,12.31,351,56.12,0,0,4,15,0,PAKISTAN
1747,Imad Wasim ,2015-2020,55,40,17,986,63*,42.86,894,110.29,0,5,1,91,19,PAKISTAN
1748,Imam-ul-Haq ,2017-2021,46,46,5,2023,151,49.34,2519,80.30,7,10,3,161,16,PAKISTAN
1749,Imran Abbas ,2000-2000,2,2,0,29,28,14.50,63,46.03,0,0,0,0,0,PAKISTAN
1750,Imran Farhat ,2001-2013,58,58,2,1719,107,30.69,2489,69.06,1,13,3,190,16,PAKISTAN
1751,Imran Khan ,1974-1992,175,151,40,3709,102*,33.41,5105,72.65,1,19,6,222+,45+,PAKISTAN
1752,Imran Nazir ,1999-2009,79,79,2,1895,160,24.61,2339,81.01,2,9,10,235,32,PAKISTAN
1753,Intikhab Alam ,1973-1976,4,2,0,17,10,8.50,45,37.77,0,0,0,0+,0+,PAKISTAN
1754,Inzamam-ul-Haq ,1991-2007,375,348,52,11701,137*,39.53,15769,74.20,10,83,20,970,143,PAKISTAN
1755,Iqbal Qasim ,1977-1988,15,7,1,39,13,6.50,90,43.33,0,0,2,3+,0+,PAKISTAN
1756,Iqbal Sikander ,1992-1992,4,1,1,1,1*,-,3,33.33,0,0,0,0,0,PAKISTAN
1757,Irfan Bhatti ,1993-1993,1,-,-,-,-,-,-,-,-,-,-,-,-,PAKISTAN
1758,Irfan Fazil ,2000-2000,1,1,0,15,15,15.00,16,93.75,0,0,0,0,0,PAKISTAN
1759,Jalal-ud-Din ,1982-1983,8,2,0,5,5,2.50,5,100.00,0,0,1,1,0,PAKISTAN
1760,Javed Miandad ,1975-1996,233,218,41,7381,119*,41.70,11014,67.01,8,50,8,445+,44+,PAKISTAN
1761,Javed Qadeer ,1995-1995,1,1,0,12,12,12.00,23,52.17,0,0,0,1,0,PAKISTAN
1762,Junaid Khan ,2011-2019,76,31,17,68,25,4.85,127,53.54,0,0,6,4,1,PAKISTAN
1763,Junaid Zia ,2003-2003,4,2,1,2,2*,2.00,7,28.57,0,0,1,0,0,PAKISTAN
1764,Kabir Khan ,1994-2000,10,5,4,10,5,10.00,25,40.00,0,0,0,0,0,PAKISTAN
1765,Kamran Akmal ,2002-2017,157,138,14,3236,124,26.09,3855,83.94,5,10,10,378,37,PAKISTAN
1766,Kamran Hussain ,2008-2008,2,1,1,28,28*,-,21,133.33,0,0,0,2,0,PAKISTAN
1767,Kashif Raza ,2001-2001,1,1,1,2,2*,-,2,100.00,0,0,0,0,0,PAKISTAN
1768,Khalid Latif ,2008-2010,5,5,0,147,64,29.40,228,64.47,0,1,1,13,0,PAKISTAN
1769,Khurram Manzoor ,2008-2009,7,7,0,236,83,33.71,375,62.93,0,3,1,21,0,PAKISTAN
1770,Khushdil Shah ,2020-2020,1,1,0,33,33,33.00,48,68.75,0,0,0,4,0,PAKISTAN
1771,Liaqat Ali ,1977-1978,3,1,0,7,7,7.00,31,22.58,0,0,0,0,0,PAKISTAN
1772,Mahmood Hamid ,1995-1995,1,1,0,1,1,1.00,6,16.66,0,0,0,0,0,PAKISTAN
1773,Majid Khan ,1973-1982,23,22,1,786,109,37.42,1052,74.71,1,7,1,69+,6+,PAKISTAN
1774,Mansoor Akhtar ,1980-1990,41,35,1,593,47,17.44,1148,51.65,0,0,1,43+,2+,PAKISTAN
1775,Mansoor Amjad ,2008-2008,1,1,0,5,5,5.00,10,50.00,0,0,0,0,0,PAKISTAN
1776,Mansoor Rana ,1990-1990,2,2,0,15,10,7.50,24,62.50,0,0,0,1,0,PAKISTAN
1777,Manzoor Akhtar ,1997-1998,7,4,0,97,44,24.25,147,65.98,0,0,0,3,0,PAKISTAN
1778,Manzoor Elahi ,1984-1995,54,46,13,741,50*,22.45,827,89.60,0,1,1,53+,17+,PAKISTAN
1779,Maqsood Rana ,1990-1990,1,1,0,5,5,5.00,13,38.46,0,0,0,0,0,PAKISTAN
1780,Masood Iqbal ,1984-1984,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,PAKISTAN
1781,Misbah-ul-Haq ,2002-2015,162,149,31,5122,96*,43.40,6945,73.75,0,42,6,342,83,PAKISTAN
1782,Mohammad Abbas ,2019-2019,3,-,-,-,-,-,-,-,-,-,-,-,-,PAKISTAN
1783,Mohammad Akram ,1995-2000,23,9,7,14,7*,7.00,34,41.17,0,0,1,1,0,PAKISTAN
1784,Mohammad Amir ,2009-2019,61,30,10,363,73*,18.15,444,81.75,0,2,5,32,8,PAKISTAN
1785,Mohammad Asif ,2005-2010,35,16,7,34,6,3.77,100,34.00,0,0,3,2,0,PAKISTAN
1786,Mohammad Hafeez ,2003-2019,218,216,15,6614,140*,32.90,8633,76.61,11,38,19,664,110,PAKISTAN
1787,Mohammad Hasnain ,2019-2021,8,4,2,43,28,21.50,26,165.38,0,0,1,7,1,PAKISTAN
1788,Mohammad Hussain ,1997-1998,14,12,7,154,31*,30.80,136,113.23,0,0,0,11,4,PAKISTAN
1789,Mohammad Irfan ,2010-2016,60,33,21,48,12,4.00,149,32.21,0,0,8,5,2,PAKISTAN
1790,Mohammad Khalil ,2005-2005,3,1,1,0,0*,-,0,-,0,0,0,0,0,PAKISTAN
1791,Mohammad Nawaz ,2016-2021,16,13,3,203,53,20.30,223,91.03,0,1,0,15,3,PAKISTAN
1792,Mohammad Nazir ,1980-1984,4,3,3,4,2*,-,16,25.00,0,0,0,0,0,PAKISTAN
1793,Mohammad Rizwan ,2015-2021,41,37,7,864,115,28.80,986,87.62,2,4,2,77,6,PAKISTAN
1794,Mohammad Salman ,2011-2011,7,3,1,22,19*,11.00,39,56.41,0,0,1,2,0,PAKISTAN
1795,Mohammad Sami ,2001-2015,87,46,19,314,46,11.62,490,64.08,0,0,5,16,10,PAKISTAN
1796,Mohammad Talha ,2014-2014,3,1,0,0,0,0.00,1,0.00,0,0,1,0,0,PAKISTAN
1797,Mohammad Wasim ,1996-2000,25,25,2,543,76,23.60,1043,52.06,0,3,4,33,1,PAKISTAN
1798,Mohammad Yousuf ,1998-2010,281,267,40,9554,141*,42.08,12753,74.91,15,62,15,774,87,PAKISTAN
1799,Mohammad Zahid ,1996-2002,11,4,2,15,7*,7.50,22,68.18,0,0,0,1,1,PAKISTAN
1800,Mohsin Kamal ,1984-1989,19,6,3,27,11*,9.00,40,67.50,0,0,0,2,0,PAKISTAN
1801,Mohsin Khan ,1977-1986,75,75,5,1877,117*,26.81,3373,55.64,2,8,3,151+,7+,PAKISTAN
1802,Moin-ul-Atiq ,1988-1989,5,5,0,199,105,39.80,279,71.32,1,0,0,6+,0+,PAKISTAN
1803,Moin Khan ,1990-2004,219,183,41,3266,72*,23.00,4017,81.30,0,12,17,218,61,PAKISTAN
1804,Mudassar Nazar ,1977-1989,122,115,10,2653,95,25.26,5130,51.71,0,16,6,184+,2+,PAKISTAN
1805,Muhammad Musa ,2020-2020,2,1,1,9,9*,-,3,300.00,0,0,0,2,0,PAKISTAN
1806,Mujahid Jamshed ,1997-1997,4,3,1,27,23,13.50,54,50.00,0,0,0,2,0,PAKISTAN
1807,Mushtaq Ahmed ,1989-2003,144,76,34,399,34*,9.50,698,57.16,0,0,10,21,1,PAKISTAN
1808,Mushtaq Mohammad ,1973-1978,10,9,3,209,55,34.83,353,59.20,0,1,0,12+,0+,PAKISTAN
1809,Nadeem Ghauri ,1990-1990,6,3,2,14,7*,14.00,25,56.00,0,0,0,0,0,PAKISTAN
1810,Nadeem Khan ,1993-1995,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,PAKISTAN
1811,Naeem Ahmed ,1978-1978,1,1,1,0,0*,-,8,0.00,0,0,0,0,0,PAKISTAN
1812,Naeem Ashraf ,1995-1995,2,2,1,24,16,24.00,43,55.81,0,0,0,2,0,PAKISTAN
1813,Najaf Shah ,2007-2007,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,PAKISTAN
1814,Naseer Malik ,1975-1975,3,1,1,0,0*,-,13,0.00,0,0,0,0,0,PAKISTAN
1815,Nasim-ul-Ghani ,1973-1973,1,1,0,1,1,1.00,8,12.50,0,0,0,0,0,PAKISTAN
1816,Nasir Jamshed ,2008-2015,48,48,3,1418,112,31.51,1881,75.38,3,8,5,150,19,PAKISTAN
1817,Naumanullah ,2008-2008,1,1,0,5,5,5.00,4,125.00,0,0,0,1,0,PAKISTAN
1818,Naved-ul-Hasan ,2003-2010,74,51,18,524,33,15.87,620,84.51,0,0,4,38,16,PAKISTAN
1819,Naved Anjum ,1984-1992,13,12,3,113,30,12.55,154,73.37,0,0,1,7,1,PAKISTAN
1820,Naved Latif ,2001-2003,11,11,0,262,113,23.81,417,62.82,1,0,1,32,2,PAKISTAN
1821,Pervez Mir ,1975-1977,3,3,1,26,18,13.00,44,59.09,0,0,0,2,0,PAKISTAN
1822,Qasim Umar ,1983-1987,31,31,3,642,69,22.92,1125,57.06,0,4,3,52,3,PAKISTAN
1823,Rahat Ali ,2012-2016,14,7,4,8,6*,2.66,37,21.62,0,0,2,0,0,PAKISTAN
1824,Ramiz Raja ,1985-1997,198,197,15,5841,119*,32.09,9226,63.31,9,31,15,469+,14+,PAKISTAN
1825,Rashid Khan ,1980-1985,29,15,7,110,17,13.75,173,63.58,0,0,0,2+,0,PAKISTAN
1826,Rashid Latif ,1992-2003,166,117,29,1709,79,19.42,2237,76.39,0,3,8,125,18,PAKISTAN
1827,Raza Hasan ,2014-2014,1,1,0,0,0,0.00,2,0.00,0,0,1,0,0,PAKISTAN
1828,Rizwan-uz-Zaman ,1981-1987,3,3,0,20,14,6.66,129,15.50,0,0,0,1,0,PAKISTAN
1829,Rizwan Ahmed ,2008-2008,1,-,-,-,-,-,-,-,-,-,-,-,-,PAKISTAN
1830,Rumman Raees ,2017-2018,9,4,1,27,16,9.00,24,112.50,0,0,1,5,0,PAKISTAN
1831,Saadat Ali ,1984-1984,8,7,1,184,78*,30.66,341,53.95,0,1,0,13,0,PAKISTAN
1832,Saad Ali ,2019-2019,2,2,0,11,7,5.50,23,47.82,0,0,0,0,0,PAKISTAN
1833,Saad Nasim ,2015-2015,3,3,1,99,77*,49.50,124,79.83,0,1,1,9,1,PAKISTAN
1834,Sadiq Mohammad ,1973-1980,19,19,1,383,74,21.27,755,50.72,0,2,0,39+,1+,PAKISTAN
1835,Saeed Ajmal ,2008-2015,113,70,24,324,33,7.04,535,60.56,0,0,11,25,0,PAKISTAN
1836,Saeed Anwar ,1989-2003,247,244,19,8824,194,39.21,10938,80.67,20,43,15,938,97,PAKISTAN
1837,Saeed Azad ,1995-1996,4,4,0,65,31,16.25,131,49.61,0,0,0,7,0,PAKISTAN
1838,Sajid Ali ,1984-1997,13,12,0,130,28,10.83,293,44.36,0,0,0,10,0,PAKISTAN
1839,Sajjad Akbar ,1990-1990,2,1,0,5,5,5.00,9,55.55,0,0,0,0,0,PAKISTAN
1840,Saleem Altaf ,1973-1978,6,2,1,25,21,25.00,53,47.16,0,0,0,0,1,PAKISTAN
1841,Saleem Elahi ,1995-2004,48,47,4,1579,135,36.72,2214,71.31,4,9,3,162,9,PAKISTAN
1842,Saleem Jaffar ,1986-1990,39,13,11,36,10*,18.00,73,49.31,0,0,2,0,0,PAKISTAN
1843,Saleem Malik ,1982-1999,283,256,38,7170,102,32.88,9383,76.41,5,47,19,514+,34+,PAKISTAN
1844,Saleem Pervez ,1980-1980,1,1,0,18,18,18.00,39,46.15,0,0,0,-,-,PAKISTAN
1845,Saleem Yousuf ,1982-1990,86,62,19,768,62,17.86,1024,75.00,0,4,5,52+,6+,PAKISTAN
1846,Salman Butt ,2004-2010,78,78,4,2725,136,36.82,3572,76.28,8,14,15,343,7,PAKISTAN
1847,Samiullah Khan ,2008-2008,2,-,-,-,-,-,-,-,-,-,-,-,-,PAKISTAN
1848,Sami Aslam ,2015-2016,4,4,0,78,45,19.50,117,66.66,0,0,0,9,0,PAKISTAN
1849,Saqlain Mushtaq ,1995-2003,169,98,38,711,37*,11.85,1434,49.58,0,0,13,45,4,PAKISTAN
1850,Sarfaraz Ahmed ,2007-2021,117,91,22,2315,105,33.55,2635,87.85,2,11,1,174,12,PAKISTAN
1851,Sarfraz Nawaz ,1973-1984,45,31,8,221,34*,9.60,345,64.05,0,0,5,16+,1+,PAKISTAN
1852,Saud Shakeel ,2021-2021,3,3,1,64,56,32.00,93,68.81,0,1,0,5,0,PAKISTAN
1853,Shabbir Ahmed ,1999-2005,32,11,5,10,2,1.66,29,34.48,0,0,0,0,0,PAKISTAN
1854,Shadab Kabir ,1996-1996,3,3,0,0,0,0.00,5,0.00,0,0,3,0,0,PAKISTAN
1855,Shadab Khan ,2017-2021,48,27,9,434,54,24.11,608,71.38,0,3,3,26,6,PAKISTAN
1856,Shafiq Ahmed ,1977-1978,3,3,0,41,29,13.66,91,45.05,0,0,0,2,0,PAKISTAN
1857,Shaheen Shah Afridi ,2018-2021,28,15,9,87,19*,14.50,143,60.83,0,0,2,6,2,PAKISTAN
1858,Shahid Afridi ,1996-2015,393,364,27,8027,124,23.81,6864,116.94,6,39,29,725,349,PAKISTAN
1859,Shahid Anwar ,1996-1996,1,1,0,37,37,37.00,44,84.09,0,0,0,6,0,PAKISTAN
1860,Shahid Mahboob ,1982-1984,10,6,1,119,77,23.80,194,61.34,0,1,1,9,0,PAKISTAN
1861,Shahid Nazir ,1996-2000,17,8,7,25,8,25.00,43,58.13,0,0,0,3,0,PAKISTAN
1862,Shahid Saeed ,1989-1993,10,10,0,141,50,14.10,316,44.62,0,1,0,7,1,PAKISTAN
1863,Shahzaib Hasan ,2010-2010,3,3,0,100,50,33.33,113,88.49,0,1,0,13,2,PAKISTAN
1864,Shakeel Ahmed ,1995-1995,2,2,0,61,36,30.50,128,47.65,0,0,0,3,0,PAKISTAN
1865,Shakeel Khan ,1987-1987,1,1,0,0,0,0.00,4,0.00,0,0,1,0,0,PAKISTAN
1866,Shan Masood ,2019-2019,5,5,0,111,50,22.20,145,76.55,0,1,1,12,0,PAKISTAN
1867,Sharjeel Khan ,2013-2017,25,25,0,812,152,32.48,716,113.40,1,6,2,104,28,PAKISTAN
1868,Shoaib Akhtar ,1998-2011,158,80,39,361,43,8.80,508,71.06,0,0,11,26,10,PAKISTAN
1869,Shoaib Malik ,1999-2019,287,258,40,7534,143,34.55,9199,81.90,9,44,15,603,113,PAKISTAN
1870,Shoaib Mohammad ,1984-1993,63,58,6,1269,126*,24.40,2492,50.92,1,8,8,97+,2+,PAKISTAN
1871,Sikander Bakht ,1977-1989,27,11,7,31,16*,7.75,97,31.95,0,0,2,3,0,PAKISTAN
1872,Sohaib Maqsood ,2013-2021,29,28,2,781,89*,30.03,935,83.52,0,5,1,61,19,PAKISTAN
1873,Sohail Fazal ,1989-1989,2,2,0,56,32,28.00,59,94.91,0,0,0,2,3,PAKISTAN
1874,Sohail Khan ,2008-2016,13,6,1,25,7,5.00,51,49.01,0,0,0,2,0,PAKISTAN
1875,Sohail Tanvir ,2007-2014,62,40,11,399,59,13.75,458,87.11,0,1,3,44,6,PAKISTAN
1876,Tahir Naqqash ,1980-1985,40,23,9,210,61,15.00,242,86.77,0,1,4,11,3,PAKISTAN
1877,Tanvir Ahmed ,2011-2011,2,1,0,18,18,18.00,12,150.00,0,0,0,1,2,PAKISTAN
1878,Tanvir Mehdi ,1992-1992,1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,PAKISTAN
1879,Taslim Arif ,1980-1980,2,2,0,28,24,14.00,58,48.27,0,0,0,-,0+,PAKISTAN
1880,Taufeeq Umar ,2001-2011,22,22,1,504,81*,24.00,895,56.31,0,3,0,51,2,PAKISTAN
1881,Tauseef Ahmed ,1982-1990,70,25,14,116,27*,10.54,216,53.70,0,0,3,3,0,PAKISTAN
1882,Umar Akmal ,2009-2019,121,110,17,3194,102*,34.34,3712,86.04,2,20,8,268,53,PAKISTAN
1883,Umar Amin ,2010-2018,16,16,1,271,59,18.06,392,69.13,0,1,0,28,2,PAKISTAN
1884,Umar Gul ,2003-2016,130,65,18,457,39,9.72,642,71.18,0,0,10,36,14,PAKISTAN
1885,Usman Qadir ,2021-2021,1,-,-,-,-,-,-,-,-,-,-,-,-,PAKISTAN
1886,Usman Salahuddin ,2011-2011,2,2,0,13,8,6.50,28,46.42,0,0,0,0,0,PAKISTAN
1887,Usman Shinwari ,2017-2019,17,4,1,6,6,2.00,7,85.71,0,0,2,0,1,PAKISTAN
1888,Wahab Riaz ,2008-2020,91,66,15,740,54*,14.50,849,87.16,0,3,12,55,30,PAKISTAN
1889,Wajahatullah Wasti ,1999-2000,15,15,0,349,84,23.26,713,48.94,0,1,1,38,2,PAKISTAN
1890,Waqar Younis ,1989-2003,262,139,45,969,37,10.30,1445,67.05,0,0,15,58,21,PAKISTAN
1891,Wasim Akram ,1984-2003,356,280,55,3717,86,16.52,4208,88.33,0,6,28,247+,121+,PAKISTAN
1892,Wasim Bari ,1973-1984,51,26,13,221,34,17.00,431,51.27,0,0,0,11+,0+,PAKISTAN
1893,Wasim Haider ,1992-1992,3,2,0,26,13,13.00,70,37.14,0,0,0,1,0,PAKISTAN
1894,Wasim Raja ,1973-1985,54,45,10,782,60,22.34,1168,66.95,0,2,6,58+,11+,PAKISTAN
1895,Yasir Arafat ,2000-2009,11,8,3,74,27,14.80,110,67.27,0,0,0,7,1,PAKISTAN
1896,Yasir Hameed ,2003-2007,56,56,1,2028,127*,36.87,3029,66.95,3,12,2,219,6,PAKISTAN
1897,Yasir Shah ,2011-2019,25,13,6,127,32*,18.14,149,85.23,0,0,2,9,1,PAKISTAN
1898,Younis Ahmed ,1987-1987,2,2,0,84,58,42.00,151,55.62,0,1,0,6,0,PAKISTAN
1899,Younis Khan ,2000-2015,265,255,23,7249,144,31.24,9628,75.29,7,48,22,578,56,PAKISTAN
1900,Zafar Gohar ,2015-2015,1,1,0,15,15,15.00,15,100.00,0,0,0,0,1,PAKISTAN
1901,Zafar Iqbal ,1995-1995,8,6,0,48,18,8.00,62,77.41,0,0,1,2,1,PAKISTAN
1902,Zaheer Abbas ,1974-1985,62,60,6,2572,123,47.62,3033,84.80,7,13,2,213+,22+,PAKISTAN
1903,Zahid Ahmed ,1987-1987,2,2,1,3,3*,3.00,13,23.07,0,0,1,0,0,PAKISTAN
1904,Zahid Fazal ,1990-1994,19,18,3,348,98*,23.20,584,59.58,0,2,0,21,3,PAKISTAN
1905,Zahoor Elahi ,1996-1997,14,14,1,297,86,22.84,507,58.57,0,3,3,25,6,PAKISTAN
1906,Zakir Khan ,1984-1990,17,5,4,27,11*,27.00,63,42.85,0,0,0,0+,0,PAKISTAN
1907,Zulfiqar Babar ,2014-2015,5,5,3,35,14*,17.50,40,87.50,0,0,0,2,1,PAKISTAN
1908,Zulqarnain ,1985-1989,16,6,3,18,11*,6.00,30,60.00,0,0,2,0,1,PAKISTAN
1909,Zulqarnain Haider ,2010-2010,4,4,2,48,19*,24.00,68,70.58,0,0,0,3,0,PAKISTAN
1910,FS Ahangama ,1985-1985,1,-,-,-,-,-,-,-,-,-,-,-,-,SRI LANKA
1911,KN Amalean ,1986-1988,8,3,1,15,9,7.50,26,57.69,0,0,0,0,0,SRI LANKA
1912,MKDI Amerasinghe ,2007-2008,8,4,4,6,5*,-,9,66.66,0,0,0,1,0,SRI LANKA
1913,SD Anurasiri ,1986-1994,45,18,12,62,11,10.33,143,43.35,0,0,2,1+,0,SRI LANKA
1914,MA Aponso ,2016-2018,9,7,4,10,4,3.33,45,22.22,0,0,1,0,0,SRI LANKA
1915,RP Arnold ,1997-2007,180,155,43,3950,103,35.26,5443,72.57,1,28,7,284,21,SRI LANKA
1916,KIC Asalanka ,2021-2021,8,8,0,326,77,40.75,380,85.78,0,3,1,23,4,SRI LANKA
1917,MS Atapattu ,1990-2007,268,259,32,8529,132*,37.57,12594,67.72,11,59,13,734,15,SRI LANKA
1918,HMCM Bandara ,2006-2010,31,17,4,160,31,12.30,224,71.42,0,0,3,8,5,SRI LANKA
1919,KMC Bandara ,2016-2016,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,SRI LANKA
1920,KNA Bandara ,2021-2021,5,5,1,141,55*,35.25,217,64.97,0,2,0,9,1,SRI LANKA
1921,MRCN Bandaratilleke ,1998-1998,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,SRI LANKA
1922,M Bhanuka ,2019-2021,6,6,0,140,36,23.33,194,72.16,0,0,0,13,2,SRI LANKA
1923,JWHD Boteju ,1999-1999,2,2,1,3,2,3.00,11,27.27,0,0,0,0,0,SRI LANKA
1924,PVD Chameera ,2015-2021,37,26,10,203,29,12.68,318,63.83,0,0,2,15,2,SRI LANKA
1925,UDU Chandana ,1994-2007,147,111,17,1627,89,17.30,2229,72.99,0,5,8,108,22,SRI LANKA
1926,LD Chandimal ,2010-2021,150,136,21,3707,111,32.23,5016,73.90,4,23,11,251,41,SRI LANKA
1927,A Dananjaya ,2012-2021,39,30,6,291,50*,12.12,417,69.78,0,1,3,25,3,SRI LANKA
1928,PB Dassanayake ,1993-1994,16,10,2,85,20*,10.62,142,59.85,0,0,0,3,0,SRI LANKA
1929,RG de Alwis ,1983-1988,31,27,8,401,59*,21.10,512,78.32,0,2,2,33+,7+,SRI LANKA
1930,ALF de Mel ,1982-1987,57,41,9,466,36,14.56,595,78.31,0,0,6,22+,3+,SRI LANKA
1931,SI de Saram ,1999-2001,15,13,2,183,38,16.63,270,67.77,0,0,0,12,1,SRI LANKA
1932,DM de Silva ,2016-2021,56,53,8,1199,91,26.64,1574,76.17,0,7,3,118,8,SRI LANKA
1933,AM de Silva ,1986-1993,4,2,0,12,8,6.00,24,50.00,0,0,0,0,0,SRI LANKA
1934,DLS de Silva ,1979-1979,2,1,0,10,10,10.00,35,28.57,0,0,0,0,0,SRI LANKA
1935,DS de Silva ,1975-1985,41,29,10,371,37*,19.52,691,53.69,0,0,0,23+,0+,SRI LANKA
1936,EAR de Silva ,1986-1992,28,20,6,138,19*,9.85,241,57.26,0,0,2,4,1,SRI LANKA
1937,GN de Silva ,1983-1985,4,2,1,9,7,9.00,18,50.00,0,0,0,0,0,SRI LANKA
1938,GRA de Silva ,1975-1982,6,4,2,9,6*,4.50,33,27.27,0,0,1,0+,0+,SRI LANKA
1939,KSC de Silva ,1996-2000,38,19,13,39,13*,6.50,92,42.39,0,0,4,3,1,SRI LANKA
1940,PA de Silva ,1984-2003,308,296,30,9284,145,34.90,11443,81.13,11,64,17,712+,102+,SRI LANKA
1941,PC de Silva ,2014-2017,7,7,1,94,44,15.66,112,83.92,0,0,0,10,0,SRI LANKA
1942,PWH de Silva ,2017-2021,29,27,4,546,80*,23.73,545,100.18,0,3,2,40,19,SRI LANKA
1943,SKL de Silva ,1997-1997,11,6,3,161,57,53.66,193,83.41,0,2,0,16,0,SRI LANKA
1944,HDPK Dharmasena ,1994-2004,141,87,33,1222,69*,22.62,1879,65.03,0,4,2,63,2,SRI LANKA
1945,RL Dias ,1979-1987,58,55,5,1573,121,31.46,2315,67.94,2,11,3,117+,4+,SRI LANKA
1946,N Dickwella ,2014-2021,53,50,1,1578,116,32.20,1688,93.48,2,9,1,182,12,SRI LANKA
1947,LHD Dilhara ,2005-2013,9,9,0,83,29,9.22,107,77.57,0,0,1,8,4,SRI LANKA
1948,TM Dilshan ,1999-2016,330,303,41,10290,161*,39.27,11933,86.23,22,47,11,1111,55,SRI LANKA
1949,CI Dunusinghe ,1995-1995,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0,SRI LANKA
1950,RMS Eranga ,2011-2016,19,11,8,34,12*,11.33,64,53.12,0,0,1,4,0,SRI LANKA
1951,AM Fernando ,2017-2021,4,2,1,1,1*,1.00,6,16.66,0,0,1,0,0,SRI LANKA
1952,N Pradeep ,2012-2021,47,24,16,30,7,3.75,81,37.03,0,0,4,2,1,SRI LANKA
1953,B Fernando ,2021-2021,4,3,0,26,17,8.66,36,72.22,0,0,0,4,0,SRI LANKA
1954,BOP Fernando ,2019-2021,8,8,0,148,49,18.50,230,64.34,0,0,1,15,3,SRI LANKA
1955,CRD Fernando ,2001-2012,146,61,35,239,20,9.19,392,60.96,0,0,9,19,2,SRI LANKA
1956,ER Fernando ,1975-1975,3,3,0,47,22,15.66,66,71.21,0,0,0,7,0,SRI LANKA
1957,ERNS Fernando ,1983-1983,7,5,0,101,36,20.20,216,46.75,0,0,2,7,0,SRI LANKA
1958,KADM Fernando ,2003-2003,1,-,-,-,-,-,-,-,-,-,-,-,-,SRI LANKA
1959,KHRK Fernando ,2002-2006,7,5,3,43,23*,21.50,72,59.72,0,0,0,4,1,SRI LANKA
1960,MVT Fernando ,2017-2019,8,8,6,30,7*,15.00,61,49.18,0,0,1,3,0,SRI LANKA
1961,TCB Fernando ,2001-2003,17,10,6,29,14*,7.25,59,49.15,0,0,1,0,0,SRI LANKA
1962,TL Fernando ,1989-1989,1,1,0,8,8,8.00,6,133.33,0,0,0,0,0,SRI LANKA
1963,UNK Fernando ,1994-1994,2,2,2,22,20*,-,25,88.00,0,0,0,2,0,SRI LANKA
1964,WIA Fernando ,2016-2021,26,26,0,964,127,37.07,1044,92.33,3,5,2,95,16,SRI LANKA
1965,IS Gallage ,1999-2001,3,2,1,17,14,17.00,27,62.96,0,0,0,1,0,SRI LANKA
1966,D Gamage ,2003-2003,3,2,1,3,2*,3.00,10,30.00,0,0,0,0,0,SRI LANKA
1967,JC Gamage ,1995-1995,4,2,2,8,7*,-,9,88.88,0,0,0,0,0,SRI LANKA
1968,PLS Gamage ,2014-2017,9,5,3,4,3,2.00,27,14.81,0,0,0,0,0,SRI LANKA
1969,WCA Ganegama ,2001-2006,4,2,0,7,7,3.50,9,77.77,0,0,1,1,0,SRI LANKA
1970,Y Goonasekera ,1983-1983,3,3,0,69,35,23.00,104,66.34,0,0,0,8,0,SRI LANKA
1971,HM Goonatilleke ,1982-1982,6,4,3,31,14*,31.00,58,53.44,0,0,0,0+,0+,SRI LANKA
1972,DAS Gunaratne ,2016-2019,31,25,4,575,114*,27.38,724,79.41,1,1,0,50,6,SRI LANKA
1973,PW Gunaratne ,2002-2003,23,8,3,36,15*,7.20,63,57.14,0,0,2,5,0,SRI LANKA
1974,MD Gunathilaka ,2015-2021,44,43,1,1520,133,36.19,1747,87.00,2,10,1,163,20,SRI LANKA
1975,FRMD Gunatilleke ,1979-1979,1,-,-,-,-,-,-,-,-,-,-,-,-,SRI LANKA
1976,AAW Gunawardena ,1994-1994,1,1,0,2,2,2.00,10,20.00,0,0,0,0,0,SRI LANKA
1977,DA Gunawardene ,1998-2006,61,61,1,1708,132,28.46,2389,71.49,1,12,5,210,5,SRI LANKA
1978,AP Gurusinha ,1985-1996,147,143,5,3902,117*,28.27,6409,60.88,2,22,12,279+,42+,SRI LANKA
1979,UC Hathurusingha ,1992-1999,35,33,1,669,66,20.90,1318,50.75,0,4,3,59,0,SRI LANKA
1980,HMRKB Herath ,2004-2015,71,30,15,140,17*,9.33,217,64.51,0,0,3,10,2,SRI LANKA
1981,PD Heyn ,1975-1975,2,2,0,3,2,1.50,20,15.00,0,0,0,0,0,SRI LANKA
1982,WS Jayantha ,2004-2004,17,17,2,400,74*,26.66,530,75.47,0,2,2,54,4,SRI LANKA
1983,PS Jayaprakashdaran ,2005-2005,1,-,-,-,-,-,-,-,-,-,-,-,-,SRI LANKA
1984,RSA Jayasekera ,1982-1982,2,1,0,17,17,17.00,42,40.47,0,0,0,1,0,SRI LANKA
1985,SA Jayasinghe ,1979-1979,2,1,0,1,1,1.00,3,33.33,0,0,0,0,0,SRI LANKA
1986,GSNFG Jayasuriya ,2015-2019,12,10,1,195,96,21.66,273,71.42,0,1,2,13,2,SRI LANKA
